,connected,bipartite,chordal,cubic,eulerian,planar,regular,subcubic,tree,K_4_free,triangle_free,claw_free,cograph,nontrivial,order,size,maximum_degree,minimum_degree,diameter,radius,clique_number,chromatic_number,independence_number,vertex_cover_number,matching_number,triameter,slater,annihilation_number,residue,harmonic_index,domination_number,total_domination_number,independent_domination_number,min_maximal_matching_number,spectral_radius,largest_laplacian_eigenvalue,second_largest_adjacency_eigenvalue,zero_forcing_number
270,True,True,True,False,False,True,False,False,True,True,True,True,False,True,12,11,5,1,5,3,2,2,9,3,3,12,2,9,8,3.738095238095238,2,4,2,2,2.3913823806309025,6.105482616526309,2.164247938460211,7
271,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.0000000000000013,5.613771002076859,2.1325998658022165,4
272,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999987,5.302775637731991,2.114907541476754,4
273,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,5,3,3,3,4,8,6,11,3,6,3,6.0,4,5,4,4,3.000000000000001,5.414213562373094,2.7092753594369285,4
274,True,True,True,False,False,True,False,False,True,True,True,True,True,True,13,12,12,1,2,1,2,2,12,1,1,6,1,12,12,1.8461538461538463,1,2,1,1,3.464101615137755,13.000000000000005,0.0,11
275,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999982,5.8661982625090285,2.514136929335293,5
276,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,4,8,6,9,3,6,3,6.0,3,5,3,4,3.0000000000000004,5.170086486626029,2.514136929335292,5
277,True,True,True,False,False,True,False,False,True,True,True,True,True,True,12,11,11,1,2,1,2,2,11,1,1,6,1,11,11,1.8333333333333333,1,2,1,1,3.3166247903554,12.000000000000004,1.798589462607146e-16,10
278,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,4,5,4,4,2.9999999999999982,5.414213562373093,2.514136929335291,5
279,True,False,False,False,True,True,False,False,False,True,True,True,False,True,10,11,4,2,5,3,2,3,5,5,5,11,3,5,4,4.833333333333333,4,4,4,4,2.39459922307892,5.373701786441194,1.7269927398754952,3
280,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,2,2.9999999999999996,5.693525202227865,1.999999999999999,5
281,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,4,4,4,4,3.0000000000000058,5.355674293978083,2.3083082166029727,4
282,True,True,True,False,False,True,False,False,True,True,True,True,False,True,10,9,4,1,5,3,2,2,7,3,3,12,2,7,6,3.566666666666667,2,4,2,2,2.198691243515997,5.177409680899287,1.912229178484396,5
283,True,True,False,False,False,True,False,True,False,True,True,True,False,True,16,23,3,2,5,5,2,2,8,8,8,12,4,8,5,7.933333333333333,4,6,4,6,2.9256690714337377,5.896699659119392,2.467716187899498,3
284,True,False,False,False,True,True,True,True,False,True,True,True,False,True,5,5,2,2,2,2,2,3,2,3,2,5,2,2,2,2.5,2,3,2,2,2.0000000000000004,3.618033988749894,0.6180339887498949,2
285,True,True,True,False,False,True,False,False,True,True,True,True,False,True,10,9,6,1,4,2,2,2,6,4,4,12,2,7,6,3.6071428571428568,4,4,4,3,2.557612414958358,7.099647729675867,1.0,5
286,True,True,True,False,False,True,True,True,True,True,True,True,True,True,2,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1.0,1,2,1,1,1.0,2.0,-1.0,1
287,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,5,3,2,2,6,3,3,12,2,6,5,3.552380952380952,3,4,3,2,2.2163549306201817,5.284184998028431,1.512105176577212,3
288,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,6,1,4,2,2,2,7,2,2,10,2,7,6,2.845238095238095,2,3,2,2,2.497212040956833,7.03547000259578,1.3281310261040553,5
289,True,True,True,False,False,True,False,True,True,True,True,True,False,True,6,5,3,1,4,2,2,2,4,2,2,10,2,4,3,2.5666666666666664,2,3,2,2,1.9021130325903057,4.214319743377539,1.1755705045849463,2
290,True,True,True,False,False,True,False,True,True,True,True,True,False,True,7,6,3,1,5,3,2,2,4,3,3,12,2,4,3,3.1333333333333333,3,4,3,2,1.9696155060244156,4.334200531542917,1.285575219373079,2
291,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,6,3,2,2,4,4,4,14,3,5,4,3.6333333333333333,3,4,3,2,1.9890437907365481,4.34292308277717,1.4862896509547894,2
292,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,5,3,2,2,5,4,4,12,3,6,4,3.7333333333333334,4,4,4,2,2.164611727925082,4.846778225342804,1.5280392617251108,3
293,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,6,3,2,2,5,4,4,14,3,6,4,3.8,3,4,3,2,2.1646117279250814,5.1743027176742515,1.5280392617251128,3
294,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,5,3,2,2,6,3,3,12,2,6,5,3.4333333333333336,2,4,2,2,2.1357792050698583,5.101874917262028,1.7320508075688774,4
295,True,False,False,False,False,True,False,True,False,True,True,True,False,True,20,24,3,2,7,6,2,3,8,12,10,15,5,12,6,9.733333333333334,8,8,8,6,2.481194304092019,4.9354323319700235,2.230251387156118,6
296,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.0000000000000018,5.3027756377319974,2.195483728727607,4
297,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.0,5.302775637731997,1.9999999999999998,5
298,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,4,4,4,4,3.000000000000001,5.398191360750698,2.519974316373366,5
299,True,True,True,False,False,True,False,False,True,True,True,True,True,True,8,7,7,1,2,1,2,2,7,1,1,6,1,7,7,1.75,1,2,1,1,2.6457513110645903,8.0,1.6836259651935805e-16,6
300,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,4,4,4,5,3.0000000000000067,5.631576757520978,2.335833963378188,4
301,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,4,3,4,3.000000000000001,5.7320508075688785,2.342923082777166,3
302,True,True,True,False,False,True,False,False,True,True,True,True,True,True,9,8,8,1,2,1,2,2,8,1,1,6,1,8,8,1.7777777777777777,1,2,1,1,2.828427124746192,8.999999999999998,4.947867037163169e-16,7
303,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,4,8,6,10,3,6,3,6.0,3,5,3,4,3.0000000000000013,5.214319743377537,2.655442381549834,4
304,True,True,False,True,False,True,True,True,False,True,True,True,False,True,12,18,3,3,4,4,2,2,6,6,6,8,3,6,3,6.0,4,4,4,4,3.000000000000003,6.0,2.0000000000000004,4
305,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999964,5.708155999884418,2.090718799676038,4
306,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,7,1,3,2,2,2,7,2,2,8,2,7,7,2.388888888888889,2,2,2,1,2.676243198995262,8.024204143726218,0.9152717300515847,6
307,True,True,True,False,False,True,False,True,True,True,True,True,False,True,13,12,3,1,6,3,2,2,9,4,4,18,4,9,5,5.4,4,6,4,3,2.175327747161076,4.6751308705666474,1.7320508075688776,5
308,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,5,1,5,3,2,2,6,3,3,12,2,6,5,3.2857142857142856,2,4,2,2,2.307250371348218,6.055032760483143,1.5355540913684862,4
309,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,5,3,2,2,5,4,4,14,3,6,4,4.033333333333333,4,5,4,3,2.135779205069854,4.742057596291641,1.4142135623730943,2
310,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,6,3,2,2,5,3,3,14,3,5,4,3.5666666666666664,3,4,3,2,1.9498558243636461,4.233209543057637,1.5636629649360603,2
311,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,4,1,4,2,2,2,4,4,4,12,2,5,4,3.4,4,4,4,3,2.1889010593167377,5.236067977499791,1.0000000000000002,3
312,True,True,True,False,False,True,False,True,True,True,True,True,False,True,7,6,3,1,4,2,2,2,4,3,3,12,2,4,3,3.2,3,4,3,3,2.0,4.414213562373089,1.0,2
313,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,5,4,4,14,3,6,4,3.966666666666667,4,5,4,3,2.1119907362530657,4.695793166845222,1.4963700338674744,2
314,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,5,1,4,2,2,2,6,3,3,10,2,7,6,3.15,3,3,3,2,2.3760789782885143,6.147430233697752,1.4142135623730947,4
315,True,True,True,False,False,True,False,False,True,True,True,True,False,True,11,10,4,1,6,3,2,2,8,3,3,14,3,8,6,4.066666666666666,3,4,3,2,2.1753277471610732,5.128419063844576,2.0000000000000004,5
316,True,True,False,False,False,True,False,True,False,True,True,True,False,True,12,17,3,2,4,4,2,2,6,6,6,10,3,6,4,5.933333333333334,4,4,4,4,2.8890264549887124,5.837243833406279,2.1197171780979396,3
317,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,5,3,2,2,5,3,3,12,2,5,4,3.3,2,4,2,2,2.000000000000001,4.342923082777167,1.618033988749893,3
318,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,5,4,4,3.0000000000000004,5.709275359436929,1.9032119259115527,4
319,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,8,3,6,3,6.0,4,4,4,4,3.000000000000005,5.636404937210491,2.0664364402805298,4
320,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,4,3,4,3.0000000000000044,5.7551076873229015,2.224023657251021,5
321,True,True,True,False,False,True,False,False,True,True,True,True,True,True,7,6,6,1,2,1,2,2,6,1,1,6,1,6,6,1.7142857142857142,1,2,1,1,2.4494897427831774,7.000000000000003,4.1011198214020307e-16,5
322,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,3,5,3,4,2.9999999999999973,5.30277563773199,2.6180339887498936,5
323,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,5,3,3,3,5,7,6,11,3,6,3,6.0,4,5,4,4,2.999999999999998,5.347432843221107,2.6628271886108497,4
324,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,3,5,3,4,2.999999999999998,5.89121984871029,2.6554423815498294,5
325,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,4,3,3,4,8,6,9,3,6,3,6.0,3,5,3,4,3.000000000000001,5.086130197651495,2.514136929335292,5
326,True,True,True,False,False,True,False,False,True,True,True,True,True,True,6,5,5,1,2,1,2,2,5,1,1,6,1,5,5,1.6666666666666665,1,2,1,1,2.2360679774997907,6.000000000000002,7.157914587529105e-17,4
327,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.000000000000001,5.363608637402015,2.2734612171759974,4
328,True,False,False,False,False,True,False,True,False,True,True,True,False,True,10,11,3,2,5,3,2,3,4,6,5,11,3,5,4,4.933333333333334,4,5,4,3,2.3027756377319926,4.791287847477921,1.8608058531117029,3
329,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999987,5.787804413741989,2.1201651738661487,4
330,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,4,4,4,2.9999999999999973,5.732050807568879,1.9999999999999993,4
331,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,6,3,3,14,3,6,4,3.8,3,4,3,2,2.000000000000002,4.302775637731996,1.732050807568877,3
332,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,5,3,2,2,5,4,4,12,2,6,5,3.6523809523809523,4,4,4,2,2.2469796037174685,5.341077305962492,1.4142135623730951,3
333,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,6,3,3,14,3,6,4,3.8666666666666667,3,5,3,3,2.0608201289092327,4.490863615361029,1.598423639742409,3
334,True,True,True,False,False,True,False,True,True,True,True,True,False,True,7,6,3,1,5,3,2,2,4,3,3,12,2,4,3,3.0666666666666664,2,4,2,2,1.931851652578137,4.228328215946633,1.4142135623730956,2
335,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,5,1,4,2,2,2,5,3,3,10,2,6,5,2.9047619047619047,3,3,3,2,2.3344142183389787,6.100431985810388,0.9999999999999997,4
336,True,False,True,False,True,True,False,False,False,True,False,True,True,True,11,15,10,2,2,1,3,3,5,6,5,6,1,7,5,4.166666666666667,1,2,1,5,3.701562118716424,11.0,1.0000000000000007,6
337,True,False,True,False,True,True,False,False,False,True,False,True,True,True,13,18,12,2,2,1,3,3,6,7,6,6,1,9,6,4.714285714285714,1,2,1,6,4.0,13.0,1.0000000000000004,7
338,True,False,True,False,True,True,False,False,False,True,False,True,True,True,15,21,14,2,2,1,3,3,7,8,7,6,1,10,7,5.25,1,2,1,7,4.274917217635374,15.0,1.0000000000000004,8
339,True,False,True,False,True,True,False,False,False,True,False,True,True,True,17,24,16,2,2,1,3,3,8,9,8,6,1,12,8,5.777777777777778,1,2,1,8,4.531128874149276,17.0,1.0000000000000002,9
