ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J1625+3347 ,246.4959416,33.78440436,2MASS 16255899+3347058   ,1.32568E+18,0.06,-    ,L0      ,-         ,-     ,       ,6.295,1.73,15.622,14.688,14.229,13.933,13.726,12.221,24.22,21.812,19.685,18.236,17.35,20.246,150.3,21.584,32.1,18.516,315.1,20.261,11.3,24.52,-118.44,Gaia DR2 1325675328455398400,246.4958145,33.78491431
J1046+4441 ,161.5772776,44.68700502,2MASS 10461875+4441149   ,7.81365E+17,0.07,-    ,-       ,L5 p(blue),-     ,       ,7.018,1.73,15.622,14.656,14.13,13.542,13.289,12.069,      ,      ,20.469,18.832,17.764,20.817,88.8,21.693,29.1,19.087,186.2,20.823,28.06,-160.34,-101.53,Gaia DR2  781364918917080192,161.5782486,44.68744216
J2107-0307 ,316.8827007,-3.126152032,2MASSI J2107316-030733   ,6.91588E+18,0.1,-    ,L0      ,-         ,-     ,       ,5.192,1.731,14.2,13.443,12.878,12.514,12.232,12.003,      ,21.039,18.451,16.969,16.021,18.926,506.9,21.493,34.9,17.195,1063.8,18.969,28.25,152.91,-31.78,Gaia DR2 6915878523250505856,316.8820414,-3.126015201
J0712-6155 ,108.157407,-61.93084789,2MASS 07123786-6155528   ,5.28686E+18,0.17,-    ,L1Vl-G  ,-         ,-     ,22.9,7.43,1.731,15.296,14.392,13.674,13.015,12.632,11.268,      ,      ,      ,      ,      ,20.429,127,20.764,68.4,18.698,266.5,19.662,24.39,-37.17,106.93,Gaia DR2 5286860241773161984,108.1577471,-61.93130828
J0905+5623 ,136.4440447,56.38704508,2MASS 09054654+5623117   ,1.03646E+18,0.07,-    ,L5      ,-         ,-     ,       ,6.927,1.732,15.395,14.284,13.73,13.014,12.685,12.067,      ,      ,20.449,18.702,17.632,20.726,96.6,20.933,58.5,18.994,202.9,20.563,40.36,15.78,101.61,Gaia DR2 1036463161434497152,136.4439219,56.38660759
J0715-1145 ,108.9692482,-11.75964217,WISEA J071552.38-114532. ,3.04525E+18,0.41,-    ,-       ,L4p(blue) ,-     ,       ,5.891,1.733,14.301,13.487,12.805,12.303,12.07,11.756,      ,      ,      ,17.427,16.352,19.38,333.8,21.161,47.5,17.647,701.4,19.496,55.59,706.9,-381.64,Gaia DR2 3045251148530763392,108.9661394,-11.75799898
J1928-4356 ,292.2168901,-43.94163066,2MASS 19285196-4356256   ,6.66491E+18,0.28,-    ,L4      ,L4 p      ,-     ,       ,6.904,1.733,15.199,14.127,13.457,12.834,12.541,11.847,      ,      ,      ,      ,      ,20.484,120.7,22.044,21,18.751,253.7,20.136,34.56,46.99,-282.26,Gaia DR2 6664912936922642048,292.2166091,-43.94041538
J0841+6035 ,130.2784022,60.58472629,2MASS 08410686+6035067   ,1.04203E+18,0.26,-    ,L4      ,L1.5      ,-     ,       ,6.762,1.734,15.943,15.034,14.69,14.141,13.859,12.462,      ,      ,20.378,18.957,17.972,20.958,78,21.608,31.4,19.224,164.1,20.776,20.15,-8.37,-99.48,Gaia DR2 1042025109723536768,130.2784756,60.58515461
J0539-0059 ,84.96738147,-0.982360103,SDSSp J053951.99-005902.0,3.21752E+18,0.14,-    ,L5      ,L5        ,-     ,79.18,5.728,1.734,14.033,13.104,12.527,11.891,11.594,11.716,      ,21.174,19.057,17.145,16.08,19.178,401.9,20.407,95,17.444,845.7,19.358,78.53,162.45,321.15,Gaia DR2 3217523558083415040,84.96668193,-0.983742832
J1051+3141 ,162.7946514,31.69141915,2MASS 10511071+3141303   ,7.3669E+17,0.19,-    ,L0      ,-         ,-     ,       ,6.292,1.737,15.785,14.963,14.697,14.32,14.084,12.669,      ,      ,20.144,18.677,17.728,20.698,99.1,21.083,51,18.961,209.1,20.577,14.2,14.66,-77.73,Gaia DR2  736689970481350784,162.7945773,31.69175382
J0439-2353 ,69.75365371,-23.88635124,2MASSI J0439010-235308   ,4.89495E+18,0.13,-    ,L6.5    ,L4.5      ,-     ,110.4,6.769,1.738,14.408,13.409,12.816,12.06,11.687,11.074,      ,21.444,19.526,17.506,16.486,19.581,277.3,21.197,45.9,17.843,585.5,19.545,80.79,-113.61,-153.11,Gaia DR2 4894945708668731264,69.75418868,-23.88569201
J1004-3335 ,151.1656249,-33.59016784,2MASSWJ1004392-333518    ,5.45878E+18,0.28,VB   ,L4      ,L4.5:     ,-     ,54.8,5.209,1.739,14.48,13.49,12.924,12.285,11.998,12.667,      ,      ,19.226,      ,      ,19.615,268.8,21.449,36.4,17.876,568.2,19.754,53.28,345.78,-354.29,Gaia DR2 5458784415378809728,151.1638378,-33.58864241
J0817+1947 ,124.468905,19.79084028,2MASS 08175266+1947279   ,6.63557E+17,0.15,-    ,L0      ,-         ,-     ,       ,6.625,1.739,15.573,14.829,14.35,14.007,13.726,11.931,23.71,22.056,19.772,18.33,17.341,20.295,143.6,21.485,35.2,18.556,303.5,20.252,17.52,-101.68,-46.22,Gaia DR2  663556710472937344,124.4693703,19.79103928
J2148+4003 ,327.0722553,40.0684541,2MASS 21481633+4003594   ,1.95417E+18,0.5,MG   ,L6      ,L6.5 p(red,-     ,101.01,8.427,1.739,14.147,12.783,11.765,10.739,10.235,9.657,      ,      ,      ,      ,      ,19.823,222,21.747,27.7,18.084,469.2,18.748,123.28,773.3,458.01,Gaia DR2 1954170404122975232,327.0679047,40.06648203
J1036-3441 ,159.220865,-34.69595398,2MASSW J1036530-344138   ,5.44422E+18,0.2,-    ,L6      ,-         ,-     ,61.5,7.683,1.74,15.622,14.446,13.798,12.989,12.453,11.454,      ,      ,      ,      ,      ,20.877,84.1,21.618,31.2,19.137,177.9,20.63,68.02,-42.16,-454.95,Gaia DR2 5444217638657849856,159.2210857,-34.69399516
J0122+0331 ,20.5709141,3.522549077,HIP 6407Ba               ,2.56274E+18,0.06,VB   ,-       ,L1        ,L1:   ,17.489,5.995,1.741,15.471,14.651,14.402,13.87,13.583,12.644,      ,21.934,19.819,18.338,17.332,20.38,132.9,22.212,18,18.639,281.2,20.318,21.33,42.39,-150.16,Gaia DR2 2562743355583039616,20.57073124,3.523195599
J1419+4205 ,214.9280365,42.0901799,2MASS 14194287+4205235   ,1.49226E+18,0.11,-    ,L0      ,-         ,-     ,       ,6.153,1.741,16.112,15.364,14.962,14.696,14.347,12.829,25.3,22.79,20.183,18.76,17.86,20.723,96.8,21.006,54.7,18.982,205.2,20.933,10.82,-93.5,59.05,Gaia DR2 1492257696614372480,214.9285789,42.08992565
J1305+2046 ,196.420863,20.7779787,GJ 499C                  ,3.94324E+18,0.03,-    ,L4:     ,L5        ,-     ,53.18,7.238,1.741,15.201,14.04,13.368,12.595,12.18,11.401,24.458,21.482,20.11,18.34,17.277,20.38,132.8,21.467,35.8,18.639,281.3,20.302,50.43,-52.2,81.44,Gaia DR2 3943239882828182784,196.4211034,20.77762805
J0109+0625 ,17.28184361,6.433307826,ULAS J010907.51+062559.0 ,2.57652E+18,0.2,-    ,-       ,-         ,L1.5  ,       ,7.096,1.742,14.606,13.784,13.351,12.793,12.48,10.527,      ,      ,18.857,17.441,16.523,19.365,338.4,20.73,70.6,17.623,717.3,19.371,31.27,303.18,131.01,Gaia DR2 2576519892681546240,17.28052998,6.432743753
J1616+5213 ,244.0470653,52.22453894,2MASS 16161134+5213277   ,1.42479E+18,0.01,-    ,L0      ,-         ,-     ,       ,5.5,1.742,15.397,14.631,14.179,13.771,13.432,13.183,21.69,21.856,19.875,18.35,17.374,20.425,127.4,20.913,59.6,18.683,270.3,20.086,11.77,-34.73,31.31,Gaia DR2 1424787471246550400,244.0473094,52.22440413
J1202-0227 ,180.7194406,-2.463303857,2MASS 12025263-0227483   ,3.60151E+18,0.02,-    ,L0      ,-         ,L1.5  ,       ,6.605,1.743,15.737,15.04,14.374,14.119,13.866,12.326,22.474,20.42,20.175,18.74,17.786,20.674,101.3,21.067,51.7,18.931,215,20.286,19.16,22.29,30.72,Gaia DR2 3601506205716698496,180.7193445,-2.463436124
J1148+0203 ,177.0217614,2.062709343,2MASS 11480502+0203509   ,3.79652E+18,0.06,-    ,L1      ,-         ,-     ,       ,6.618,1.743,15.517,15.01,14.509,14.187,13.85,11.891,23.9,22.27,19.894,18.252,      ,20.252,149.5,21.631,30.8,18.509,317,20.488,17.03,200.99,-346.75,Gaia DR2 3796518993926394624,177.0208954,2.064202294
J1214+3721 ,183.6395875,37.35333925,2MASS 12143365+3721117   ,4.03041E+18,0.05,-    ,L0      ,-         ,-     ,       ,6.634,1.743,16.188,15.495,15.07,14.684,14.406,12.288,24.07,23.34,20.122,18.643,17.767,20.665,102.2,21.858,25,18.922,216.7,20.837,10.45,-116.1,10.14,Gaia DR2 4030408065165389696,183.6402164,37.35329559
J1017+4310 ,154.4268343,43.18229553,2MASS 10174252+4310584   ,8.05894E+17,0.05,-    ,L1      ,L1        ,-     ,       ,6.668,1.746,15.548,14.894,14.517,13.944,13.648,12.062,      ,21.869,19.985,18.494,17.504,20.476,121.6,21.334,40.5,18.73,258.6,20.376,19.37,-50.99,-119.4,Gaia DR2  805894095620995840,154.4271354,43.18280961
J0532+8246 ,83.29664987,82.7720571,2MASS 05325346+8246465   ,5.58122E+17,1.33,-    ,L7 sd   ,L sd      ,-     ,42.28,6.072,1.747,15.179,14.904,14.918,13.824,13.26,12.367,      ,      ,      ,      ,      ,20.186,158.9,21.797,26.4,18.439,338.1,21.352,40.24,2038.34,-1663.73,Gaia DR2  558122277038055808,83.22682753,82.77921508
J1032+0647 ,158.2279597,6.784695761,ULAS J103254.74+064705.7 ,3.86269E+18,0.08,-    ,-       ,-         ,L1.5  ,       ,6.831,1.747,15.841,14.888,14.521,14.006,13.87,12.02,      ,22.08,20.056,18.672,17.694,20.598,108.7,21.304,41.6,18.851,231.3,20.559,14.04,-83.7,-135.43,ULAS J103254.74+064705.7    ,158.2283226,6.785278862
J0539+5253 ,84.95629943,52.89929203,HIP 26653 B              ,2.63697E+17,0.11,VB   ,-       ,L5        ,-     ,35.778,6.634,1.747,14.756,13.91,13.322,12.403,12.14,11.289,      ,20.59,18.972,17.695,16.673,19.67,255.4,21.315,41.2,17.923,543.8,19.734,36.09,-12.71,-151.51,Gaia DR2  263696736978069120,84.95639015,52.89994437
J0037-5846 ,9.43014365,-58.77322315,2MASS 00374306-5846229   ,4.90705E+18,0.07,MG   ,L0 gamma,-         ,-     ,       ,6.304,1.748,15.374,14.259,13.585,13.149,12.768,12.479,      ,      ,      ,      ,      ,20.531,115.6,21.607,31.4,18.783,246.4,19.746,19.74,88.98,-49.63,Gaia DR2 4907052431202692096,9.429404672,-58.77300947
J0051-1544 ,12.79528463,-15.7381759,2MASSW J0051107-154417   ,2.37152E+18,0.05,-    ,L3.5    ,-         ,-     ,       ,6.599,1.749,15.277,14.164,13.466,12.743,12.416,12.217,24.434,22.036,20.205,18.546,17.508,20.565,112,21.45,36.4,18.816,238.9,20.396,29.1,70.06,-30.07,Gaia DR2 2371519626175864960,12.79497124,-15.73804644
J2305+0619 ,346.3506856,6.323011557,ULAS J230524.10+061922.9 ,2.66359E+18,0.05,-    ,-       ,-         ,L0    ,       ,6.122,1.751,15.697,14.934,14.467,14.143,13.985,12.524,      ,      ,19.839,18.414,17.524,20.397,130.8,21.47,35.7,18.646,279.6,20.395,12.04,102.75,-16.32,ULAS J230524.10+061922.9    ,346.3502405,6.323081823
J2045-6332 ,311.2607448,-63.53608684,SIPS2045-6332            ,6.4506E+18,0.25,MG   ,-       ,L1:       ,-     ,41.72,6.037,1.752,12.619,11.807,11.207,10.765,10.374,9.826,      ,      ,      ,      ,      ,17.615,1695.2,20.885,61.2,15.863,3627,17.439,43.69,78.46,-214.69,Gaia DR2 6450595924277607040,311.2599868,-63.53516248
J1347+3336 ,206.9574789,33.6004322,ULASJ134749.79+333601.7  ,1.45852E+18,0.04,-    ,sdL0    ,-         ,      ,       ,6.165,1.752,16.012,15.452,15.206,14.689,14.326,12.466,      ,      ,19.853,18.35,17.525,20.383,132.5,21.424,37.2,18.631,283.4,20.657,13.45,62.43,-13.61,Gaia DR2 1458522725665649536,206.9571562,33.6004908
J1213-0432 ,183.2623381,-4.545631828,2MASSI J1213033-043243   ,3.5971E+18,0.13,-    ,L5      ,L4        ,-     ,       ,7.08,1.752,14.683,13.648,13.014,12.376,12.076,11.052,      ,21.376,19.597,17.888,16.844,19.884,209.7,20.936,58.4,18.132,448.7,19.706,59.48,-368.11,-34.6,Gaia DR2 3597096309389074816,183.263928,-4.545482854
J1141+4116 ,175.4341457,41.28229846,2MASS 11414410+4116568   ,7.69093E+17,0.03,-    ,L0      ,-         ,-     ,       ,6.756,1.755,15.683,14.784,14.567,14.174,13.921,11.852,20.086,22.067,19.868,18.345,17.432,20.363,135,21.385,38.6,18.608,289.6,20.023,13.19,43.3,-41.64,Gaia DR2  769093437143675776,175.4338976,41.28247774
J0935-2934 ,143.8667886,-29.5828531,2MASS 09352803-2934596   ,5.63273E+18,0.03,-    ,L0      ,L0.5      ,-     ,       ,5.466,1.757,14.036,13.312,12.822,12.42,12.126,11.694,      ,20.876,18.365,16.861,15.928,18.917,511.1,21.845,25.3,17.16,1098.9,18.91,30.27,-5.36,69.58,Gaia DR2 5632725432610141568,143.8668152,-29.58315268
J1743+2127 ,265.9236075,21.45296781,2MASSW J1743415+212707   ,4.55601E+18,0.05,-    ,L2.5    ,L2.5      ,-     ,       ,6.483,1.757,15.83,14.785,14.321,13.395,13.151,12.6,      ,      ,20.295,18.859,18.004,20.84,87,21.331,40.5,19.083,187,20.665,30.8,159.77,227.88,Gaia DR2 4556014656644051456,265.9228684,21.45198666
J1211+0406 ,182.8752312,4.10174195,ULAS J121130.09+040607.5 ,3.89382E+18,0.13,-    ,-       ,-         ,L4    ,       ,6.625,1.758,15.528,14.546,14.023,13.466,13.136,12.341,      ,      ,20.265,18.801,17.766,20.724,96.8,21.404,37.9,18.966,208.1,20.674,29.21,-91,-226.54,Gaia DR2 3893817767165654400,182.875624,4.10271733
J0940+2946 ,145.1989387,29.78121533,2MASS 09404793+2946534   ,6.96582E+17,0.31,-    ,L1      ,L0.5      ,-     ,       ,6.053,1.759,15.292,14.335,13.921,13.506,13.252,12.509,      ,      ,19.796,18.329,17.331,20.321,140.3,21.53,33.8,18.562,301.8,20.096,17.74,-133.24,-55.99,Gaia DR2  696581955256736896,145.1995997,29.7814564
J1049+2537 ,162.3676968,25.62306593,2MASS 10492824+2537231   ,7.29885E+17,0.09,-    ,L1      ,-         ,-     ,       ,6.516,1.76,15.672,14.831,14.367,13.937,13.704,12.24,22.683,22.003,19.979,18.505,17.529,20.516,117.2,22.171,18.7,18.756,252.6,20.352,21.3,-1.29,-1.12,Gaia DR2  729885367894193280,162.367703,25.62307075
J0526-5026 ,81.74910126,-50.43837043,2MASS 05265973-5026216   ,4.79643E+18,0.14,-    ,L3      ,-         ,-     ,       ,6.446,1.76,15.412,14.395,13.64,13.043,12.734,12.481,      ,      ,      ,      ,      ,20.687,100.1,21.471,35.7,18.927,215.7,20.252,37.52,22.29,227.2,Gaia DR2 4796425760263724800,81.74895057,-50.43934866
J0944+3131 ,146.0118338,31.52547956,2MASSW J0944027+313132   ,7.92979E+17,0.05,-    ,L2      ,L1.5      ,L3    ,       ,6.796,1.761,15.495,14.629,14.007,13.595,13.261,12.065,      ,21.879,20.092,18.668,17.659,20.622,106.3,21.372,39.1,18.861,229.4,20.345,24.35,36.93,-66.62,Gaia DR2  792979021589160064,146.0116473,31.5257664
J0652+4710 ,103.1272474,47.17693833,2MUCD 10601              ,9.54698E+17,0.14,-    ,L4.5    ,-         ,-     ,114.9,7.217,1.761,13.511,12.384,11.694,10.879,10.508,9.844,      ,20.681,18.618,16.828,15.755,18.822,557.7,20.823,64.8,17.061,1203.5,18.562,109.69,-118.82,131.88,Gaia DR2  954697944875755136,103.128,47.17637051
J1158-0008 ,179.6297041,-0.147604021,ULAS J115831.09-000850.4 ,3.79503E+18,0.09,-    ,-       ,-         ,L0    ,       ,6.508,1.761,16.149,15.539,14.839,14.61,14.332,12.494,      ,      ,20.238,18.789,17.879,20.763,93.3,21.321,41,19.002,201.4,20.785,12.55,88.36,-121.72,Gaia DR2 3795026681770171264,179.6293236,-0.147079949
J1400+0747 ,210.1483973,7.788958111,ULAS J140035.66+074720.1 ,3.72101E+18,0.03,-    ,-       ,-         ,L0    ,       ,5.754,1.763,15.553,14.89,14.132,14.098,13.699,12.717,      ,22.135,19.757,18.269,17.327,20.234,152,21.125,49.1,18.471,328.3,20.28,17.09,-131.44,33.19,Gaia DR2 3721006287677635968,210.1489685,7.788815209
J2235+0418 ,338.9672812,4.314960827,ULAS J223552.26+041854.9 ,2.70565E+18,0.19,-    ,-       ,-         ,L4    ,       ,6.833,1.763,15.371,      ,      ,13.242,12.975,12.038,      ,      ,      ,      ,      ,20.634,105.2,21.813,26,18.871,227.1,20.439,34.37,-292.41,-170.4,Gaia DR2 2705646366448978048,338.9685437,4.315694493
J0835+2224 ,128.9382898,22.40848784,2MASS 08354537+2224310   ,6.65666E+17,0.06,-    ,L0      ,M8.5      ,-     ,       ,6.053,1.764,15.735,14.927,14.447,14.191,13.854,12.432,24.39,22.26,19.702,18.22,17.331,20.249,149.8,21.414,37.6,18.485,324.2,20.26,11.17,-156.21,-32.44,Gaia DR2  665666230904033792,128.9390173,22.40862751
J2206-4217 ,331.688253,-42.29000154,2MASSW J2206450-421721   ,6.56846E+18,0.09,-    ,L2      ,L4::      ,-     ,       ,7.219,1.765,15.555,14.447,13.609,12.856,12.402,11.821,      ,      ,      ,      ,      ,20.805,89.8,21.795,26.5,19.04,194.5,20.269,33.79,130.8,-183.21,Gaia DR2 6568464361047484288,331.6874917,-42.28921271
J1017+1308 ,154.2816345,13.14385829,2MASSI J1017075+130839   ,3.88693E+18,0.09,UR   ,L2:     ,L1        ,L2    ,30.2,5.587,1.768,14.096,13.284,12.71,12.31,12.056,11.762,      ,20.719,18.528,17.12,16.16,19.117,425.3,21.315,41.2,17.349,923.2,18.989,34.56,38.75,-125.22,Gaia DR2 3886930903070855936,154.2814631,13.14439743
J1922+6610 ,290.6285769,66.17255519,2MUCD 20812              ,2.25483E+18,0.05,-    ,L1      ,-         ,-     ,       ,5.924,1.768,14.571,13.686,13.162,12.682,12.368,11.892,      ,21.445,19.101,17.552,16.552,19.584,276.6,21.098,50.3,17.816,600.3,19.426,26.32,91.95,115.58,Gaia DR2 2254827014009911296,290.627597,66.17205755
J0842+0935 ,130.5867937,9.586315016,ULAS J084220.87+093510.8 ,5.98183E+17,0.24,-    ,-       ,-         ,L1.5  ,       ,6.787,1.774,15.921,15.06,14.488,14.221,13.932,12.284,23.25,20.989,20.385,18.864,17.884,20.845,86.5,21.625,31,19.071,188.9,20.634,14.4,-57.58,-4.24,Gaia DR2  598183391219462912,130.5870451,9.586333271
J0844+2847 ,131.0292837,28.78357209,2MASS 08440699+2847026   ,7.05196E+17,0.05,-    ,L2      ,-         ,L2.5  ,       ,6.846,1.774,15.868,14.82,14.335,13.924,13.662,12.103,      ,22.087,20.295,18.769,17.822,20.723,96.9,21.161,47.4,18.949,211.4,20.635,18.78,27.91,-93.2,Gaia DR2  705196452767219200,131.0291466,28.78397337
J0917+2944 ,139.4595607,29.7456267,2MASS 09175035+2944455   ,6.98743E+17,0.06,-    ,L0      ,-         ,L1.5  ,       ,6.838,1.775,15.846,14.973,14.497,14.096,13.824,12.123,22.784,20.607,20.297,18.76,17.752,20.736,95.8,21.563,32.8,18.961,209.1,20.316,18.51,-47.54,-65.78,Gaia DR2  698742628750797568,139.4597965,29.74590992
J1208+4452 ,182.0902578,44.87350413,2MASS 12082176+4452244   ,1.53932E+18,0.05,-    ,L0      ,-         ,-     ,       ,6.879,1.776,15.926,15.114,14.711,14.417,14.142,12.053,24.17,23.2,20.192,18.706,17.788,20.708,98.2,21.097,50.3,18.932,214.7,20.688,10.53,-64.58,-0.64,Gaia DR2 1539320573855169408,182.0906502,44.87350689
J1246+6150 ,191.6779389,61.84826197,2MASS 12464281+6150546   ,1.58053E+18,0.02,-    ,L0      ,-         ,-     ,       ,5.926,1.777,16.121,15.314,14.794,14.798,14.51,12.972,24.33,22.97,20.106,18.663,17.8,20.675,101.2,21.389,38.5,18.898,221.5,20.864,12.86,-51.12,-49.15,Gaia DR2 1580526868049397632,191.6784054,61.84847359
J1449+2355 ,222.4078429,23.9272741,2MASSW J1449378+235537   ,1.26599E+18,0.14,UR   ,L0      ,M9.5      ,-     ,       ,6.185,1.777,15.818,15.004,14.311,14.175,13.929,12.581,23.517,22.2,19.901,18.462,17.583,20.543,114.3,21.233,44.4,18.766,250.2,20.381,11.46,22.24,17.7,Gaia DR2 1265987549468718592,222.4077381,23.9271979
J0749+2503 ,117.3412832,25.05186452,ULAS J074921.95+250306.9 ,8.67783E+17,0.05,-    ,-       ,-         ,L0    ,       ,6.44,1.777,15.763,14.997,14.81,14.238,14,12.236,      ,      ,19.85,18.453,17.623,20.453,124.2,20.766,68.2,18.676,272,20.482,12.99,-97.35,-36.75,ULAS J074921.95+250306.9    ,117.3417459,25.05202275
J1520-4422 ,230.0053261,-44.38013796,WDS J15200-4423A         ,6.00039E+18,0.41,UR   ,-       ,L1.5      ,-     ,53.995,5.789,1.778,13.228,12.364,11.894,11.314,11.097,10.726,      ,      ,      ,      ,      ,18.293,907.9,21.223,44.8,16.515,1989,18.134,54.46,-628.95,-383.51,Gaia DR2 6000386835164904192,230.0091149,-44.37848667
J1613+4729 ,243.2998253,47.4883177,2MASS 16131206+4729183   ,1.39907E+18,0.12,-    ,L0      ,-         ,-     ,       ,5.628,1.778,15.955,15.23,14.791,14.459,14.206,13.374,21.93,20.125,20.259,18.777,17.847,20.78,91.9,21.354,39.7,19.002,201.3,20.403,14.98,-59.66,-23.32,Gaia DR2 1399073639483249024,243.3002054,47.4884181
J0624-4521 ,96.19121688,-45.36358076,2MASS 06244595-4521548   ,5.55662E+18,0.24,-    ,L5:     ,L5        ,-     ,81.24,7.303,1.779,14.48,13.335,12.595,11.851,11.49,10.76,      ,      ,      ,      ,      ,19.842,218.1,21.433,36.9,18.063,478.1,19.363,81.62,-35.75,376.67,Gaia DR2 5556620540565785600,96.19143597,-45.36520253
J0230-3027 ,37.68578818,-30.45796979,2MASS 02304442-3027275   ,5.06721E+18,0.08,-    ,-       ,L1        ,-     ,       ,6.118,1.782,15.822,15.21,14.886,14.301,14.005,12.865,      ,      ,20.236,18.763,17.797,20.765,93.2,20.955,57.3,18.983,204.8,20.76,17.07,135.87,-101.31,Gaia DR2 5067213518311846144,37.68510953,-30.45753359
J0106+0557 ,16.6481013,5.959277072,ULAS J010635.57+055734.0 ,2.57639E+18,0.1,-    ,-       ,-         ,L0    ,       ,6.858,1.782,15.882,15.251,14.552,14.299,14.154,11.909,22.447,21.545,19.94,18.557,17.67,20.549,113.7,21.035,53.3,18.767,250,20.382,11.56,-54.83,-74.47,Gaia DR2 2576389458819793920,16.64833865,5.959597707
J1349+2945 ,207.3807125,29.76486053,ULAS J134931.40+294553.5 ,1.45539E+18,0.13,-    ,-       ,-         ,L3.5  ,       ,6.588,1.783,15.767,14.692,14.109,13.699,13.421,12.5,24.294,21.576,20.294,18.877,17.949,20.871,84.5,21.372,39.1,19.088,186.1,20.781,23.12,-76.79,0.91,Gaia DR2 1455394301551212160,207.3810933,29.76485661
J1311+3629 ,197.9240039,36.49028263,WISEPC J131141.91+362925.,1.47432E+18,0.16,-    ,L6      ,L5 p(blue),-     ,       ,6.938,1.784,15.545,14.752,14.14,13.529,13.121,12.091,      ,      ,20.559,18.755,17.645,20.813,89.2,21.817,25.9,19.029,196.4,20.788,30.55,-354.75,72.94,Gaia DR2 1474322432877236480,197.9259037,36.48996856
J1206+6242 ,181.5432142,62.71579164,2MASS 12061050+6242572   ,1.58293E+18,0.19,-    ,L1      ,L2        ,-     ,       ,6.32,1.787,15.649,14.747,13.95,13.642,13.367,12.476,26.811,22.061,20.023,18.531,17.582,20.583,110.2,21.643,30.4,18.796,243.4,20.742,21.7,-60.88,-34.61,Gaia DR2 1582931091957961600,181.543786,62.71594066
J1717+6526 ,259.3102021,65.43901592,2MASS 17171408+6526221   ,1.63375E+18,0.12,-    ,L4      ,L6        ,-     ,57.05,6.91,1.787,14.95,13.84,13.177,12.546,12.223,11.517,      ,22.258,20.153,18.179,17.153,20.214,154.8,20.269,107.9,18.427,342,20.234,46.86,157.49,-115.32,Gaia DR2 1633752714121739264,259.3085707,65.43951243
J1516+5739 ,229.0166906,57.65239106,SDSSJ151603.96+573907.6  ,1.61455E+18,0.34,-    ,L0      ,-         ,      ,       ,5.988,1.789,16.15,      ,      ,16.168,15.943,12.972,      ,      ,      ,      ,      ,20.749,94.6,21.394,38.3,18.96,209.2,21.601,10.74,14.99,44.25,Gaia DR2 1614546754244897920,229.01657,57.65220054
J1004+5022 ,151.0850649,50.38228242,G 196-3 B                ,8.24017E+17,0.16,"VB,MG",L3Vl-G  ,L3Int-G   ,-     ,48.98,8.108,1.789,14.831,13.648,12.778,11.7,11.134,10.273,      ,21.621,19.473,18.147,17.044,20.17,161.2,20.969,56.6,18.381,356.7,19.431,44.35,-137.82,-208.52,Gaia DR2  824017070904063488,151.0859955,50.38318021
J1022+4114 ,155.5612845,41.24009399,HD 89744 B               ,8.04746E+17,0.13,VB   ,L0      ,-         ,-     ,25.36,5.833,1.79,14.901,14.022,13.608,13.185,12.938,12.036,      ,20.224,19.051,17.676,16.681,19.659,258.2,20.856,62.8,17.869,571.6,19.469,25.96,-119.93,-140.08,Gaia DR2  804745827527463808,155.5619712,41.24069711
J1053+6423 ,163.4130634,64.39763286,2MASS 10533931+6423515   ,1.0555E+18,0.03,-    ,L0      ,-         ,-     ,       ,6.834,1.792,16.316,15.343,15.159,14.77,14.53,12.221,      ,      ,20.263,18.811,17.994,20.847,86.4,21.885,24.3,19.055,191.8,20.827,13.95,-56.13,-8.21,Gaia DR2 1055501338413128192,163.4136227,64.39766821
J2148-6323 ,327.0550587,-63.3911065,2MASS 21481326-6323265   ,6.40276E+18,0.04,-    ,-       ,L1        ,-     ,       ,6.439,1.794,15.33,14.338,13.768,13.495,13.248,12.055,      ,      ,      ,      ,      ,20.288,144.6,21.595,31.8,18.494,321.5,20.003,16.6,-23.75,-80.12,Gaia DR2 6402761567831358080,327.055287,-63.39076153
J1746+5034 ,266.5518447,50.56769845,2MASS 17461199+5034036   ,1.36732E+18,0.2,-    ,L5      ,L5.5      ,-     ,       ,6.343,1.795,15.096,14.047,13.529,12.876,12.561,12.132,      ,21.843,20.079,18.21,17.17,20.27,147,21.501,34.7,18.475,327.1,20.34,48.28,290.86,19.63,Gaia DR2 1367315968397315584,266.5498731,50.56761392
J1315-2649 ,198.8752618,-26.83230859,2MASS 13153094-2649513   ,6.18653E+18,0.4,UR   ,L5.5    ,L3.5:: + T,-     ,52.12,6.823,1.795,15.195,14.058,13.462,12.736,12.318,11.747,      ,      ,20.288,18.331,17.246,20.365,134.7,21.833,25.6,18.57,299.8,20.115,53.87,-688.63,-288.12,Gaia DR2 6186534394250282752,198.8785845,-26.83106804
