ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J0832-0128 ,128.0190966,-1.476631947,2MASSW J0832045-012835   ,3.07312E+18,0.02,-    ,L1.5    ,L1        ,-     ,40.44,5.764,1.615,14.128,13.318,12.712,12.421,12.18,11.626,23.451,20.842,18.565,17.099,16.139,19.005,471.5,21.236,44.3,17.39,888.6,19.14,42.24,62.53,10.49,Gaia DR2 3073123351683582720,128.0188273,-1.476677112
J1207-3909 ,181.9077482,-39.15124369,2MASS 12073804-3909050   ,3.45949E+18,0.04,-    ,L2:     ,L1        ,-     ,       ,5.684,1.615,14.689,13.817,13.244,12.852,12.552,12.339,      ,      ,      ,      ,      ,19.638,263.1,21.611,31.3,18.023,496.2,19.499,24.25,-141.98,33.3,Gaia DR2 3459487137773152128,181.9085365,-39.15138706
J1906+4011 ,286.7027832,40.18494591,WISEP J190648.47+401106.8,2.10069E+18,0.27,-    ,-       ,L1        ,-     ,61.15,5.417,1.616,13.078,12.26,11.771,11.463,11.246,10.803,22.096,19.347,17.42,15.932,14.965,17.836,1383.9,21.033,53.4,16.22,2610.7,18.048,59.57,438.35,-179.98,Gaia DR2 2100693797539808896,286.7003127,40.18572079
J0523-1403 ,80.90974211,-14.04986529,2MASSI J0523382-140302   ,2.98504E+18,0.16,-    ,L2.5    ,L5        ,-     ,80.95,6.066,1.616,13.084,12.22,11.638,11.167,10.872,10.375,21.57,19.933,17.613,16.181,15.181,18.057,1128.4,21.473,35.6,16.441,2129.4,18.416,78.36,107.25,160.9,Gaia DR2 2985035874544160384,80.9092661,-14.05055805
J0404+4127 ,61.07501499,41.45932737,WISE J040418.01+412735.6 ,2.30409E+17,0.19,-    ,L2      ,L3 p(red) ,-     ,       ,6.272,1.616,14.146,13.098,12.42,11.852,11.563,11.383,      ,20.942,18.858,17.369,16.369,19.271,369,21.276,42.7,17.655,696.4,19.128,61.75,-47.77,-393.21,Gaia DR2  230409022449384576,61.07528944,41.46102036
J1019-2707 ,154.8487875,-27.12128817,DENIS J1019245-270717    ,5.47188E+18,0.29,-    ,L0.5    ,M9        ,-     ,       ,5.241,1.617,13.526,12.906,12.471,12.161,11.856,11.337,      ,20.927,17.742,16.265,15.338,18.195,993.4,20.934,58.5,16.578,1878.1,18.355,42.85,-630.24,28.43,Gaia DR2 5471876437768940416,154.8518362,-27.12141055
J0823+2428 ,125.9499778,24.48289502,2MASS 08234818+2428577   ,6.79089E+17,0.08,-    ,L3      ,-         ,L4    ,       ,6.41,1.617,14.986,14.06,13.377,12.812,12.501,12.045,      ,21.672,19.625,18.18,17.185,20.072,176.4,20.809,65.6,18.455,333.1,19.984,39.52,-161.04,43.58,Gaia DR2  679088656539598592,125.9507397,24.48270738
J2306-5008 ,346.747976,-50.14961033,SSSPM J2307-5009         ,6.50262E+18,0.04,-    ,M9      ,L0.5      ,-     ,46.59,5.463,1.618,13.386,12.7,12.24,11.912,11.607,10.982,      ,      ,      ,      ,      ,18.063,1121.9,20.848,63.3,16.445,2122.3,18.338,48,462.34,22.16,Gaia DR2 6502618938988110848,346.7448695,-50.1497057
J0836+0526 ,129.1928259,5.445142206,2MASS 08364635+0526426   ,5.94561E+17,0.09,-    ,L0      ,M9.5      ,L0    ,       ,5.617,1.618,14.576,13.905,13.287,13.055,12.831,12,21.138,21.372,18.744,17.302,16.382,19.235,381.5,21.49,35.1,17.617,721.2,19.214,18.29,-86.08,-6.67,Gaia DR2  594561428117139072,129.1931982,5.445170924
J0106-5933 ,16.59562642,-59.55595081,2MASS 01062285-5933185   ,4.90326E+18,0.1,-    ,L0      ,-         ,-     ,       ,5.459,1.618,14.33,13.566,13.005,12.791,12.521,11.988,      ,      ,      ,      ,      ,19.065,445.8,21.393,38.3,17.447,843.2,19.131,27.91,48.38,-191.28,Gaia DR2 4903260597849834880,16.59521533,-59.55512725
J0153+1404 ,28.47607957,14.08097073,2MASS 01535422+1404532   ,2.57599E+18,0.05,-    ,L0      ,M9        ,-     ,       ,5.391,1.619,15.208,14.484,13.958,13.628,13.344,12.811,24.79,21.417,19.354,17.898,16.923,19.821,222.3,21.3,41.7,18.202,420.6,19.945,20.68,32.07,-97.81,Gaia DR2 2575986934485172736,28.47593721,14.08139186
J2137+1450 ,324.292864,14.8459951,2MASS 21371044+1450475   ,1.77088E+18,0.02,-    ,L2      ,L1        ,-     ,       ,5.626,1.619,14.133,13.302,12.815,12.417,12.162,11.767,      ,20.883,18.533,17.132,16.145,19.012,468.2,21.214,45.2,17.393,886.4,19.055,42.38,-156.84,-136.3,Gaia DR2 1770881266011697920,324.2935626,14.84658194
J1159+1528 ,179.8793312,15.47509566,ULAS J115931.08+152830.3 ,3.92502E+18,0.05,-    ,-       ,-         ,L0    ,       ,5.653,1.62,14.756,14.092,13.61,13.224,12.965,12.104,      ,21.439,18.839,17.444,16.573,19.377,334.6,21.199,45.8,17.757,634,19.529,14.54,-104.74,-0.69,ULAS J115931.08+152830.3    ,179.8797992,15.47509863
J0213+4444 ,33.36965322,44.74526612,2MASSI J0213288+444445   ,3.522E+17,0.08,-    ,L1.5    ,-         ,-     ,50,5.372,1.62,13.494,12.757,12.213,11.872,11.614,11.258,      ,20.244,17.826,16.338,15.375,18.25,944.5,21.461,36,16.63,1789.2,18.465,51.68,-52.15,-145.81,Gaia DR2  352200138749697408,33.36996936,44.74589392
J0741+0531 ,115.4909757,5.531524524,2MASS 07415784+0531568   ,3.13851E+18,0.1,-    ,-       ,L1.5      ,-     ,       ,5.428,1.62,14.387,13.611,13.12,12.694,12.432,12.184,      ,20.996,18.81,17.346,16.382,19.232,382.4,19.626,195,17.612,724.5,19.364,38.13,-8.66,-215.59,Gaia DR2 3138513408427398016,115.4910132,5.532452759
J1644+2846 ,251.1585377,28.77067459,2MASS 16443814+2846147   ,1.3108E+18,0.03,-    ,L2      ,-         ,-     ,       ,6.686,1.62,15.656,14.69,14.179,13.793,13.606,12.162,23.235,21.884,19.945,18.507,17.559,20.468,122.5,21.475,35.5,18.848,232,20.441,20.4,-86.49,-8.18,Gaia DR2 1310796565308721920,251.1589626,28.77070981
J1145+2317 ,176.4887421,23.29126569,2MASSW J1145572+231730   ,4.00402E+18,0.1,-    ,L1.5    ,-         ,-     ,       ,5.963,1.621,15.385,14.549,13.945,13.537,13.262,12.596,      ,21.823,19.702,18.303,17.355,20.18,159.7,21.063,51.9,18.559,302.7,20.226,24.03,137.08,-70.73,Gaia DR2 4004016590642723584,176.4880996,23.29157022
J1658+7027 ,254.5140455,70.4491153,2MASSW J1658037+702701   ,1.64941E+18,0.08,-    ,L1      ,-         ,-     ,53.9,5.646,1.622,13.288,12.47,11.915,11.616,11.397,10.844,      ,20.013,      ,      ,      ,18.112,1073,20.845,63.5,16.49,2035.2,18.205,54.12,-139.54,-315.38,Gaia DR2 1649407285800074240,254.515841,70.45047317
J0742+1808 ,115.6305816,18.13767013,2MASS 07423127+1808168   ,6.71255E+17,0.05,-    ,L0      ,-         ,-     ,       ,5.861,1.622,14.881,14.108,13.643,13.328,13.066,12.042,21.236,21.328,19.031,17.613,16.694,19.525,292.1,21.15,47.9,17.903,553.9,19.475,23.47,57.51,-68.2,Gaia DR2  671255353451404288,115.630321,18.13796377
J1547-2423 ,236.9459553,-24.39767437,2MASS 15474719-2423493   ,6.23675E+18,0.2,MG   ,M9 p    ,L0Int-G   ,-     ,30.05,5.467,1.623,13.97,13.271,12.742,12.409,12.064,11.654,      ,21.053,18.304,16.814,15.851,18.744,599.5,21.253,43.6,17.121,1138.4,18.82,29.2,-141.12,-132.71,Gaia DR2 6236753694496012544,236.9466224,-24.39710298
J0058-0651 ,14.6779346,-6.85722578,2MASSW J0058425-065123   ,2.47626E+18,0.09,MG   ,L0      ,L0        ,-     ,33.8,5.91,1.623,14.311,13.444,12.904,12.567,12.265,11.543,      ,20.87,18.608,17.166,16.208,19.076,441.6,21.181,46.6,17.453,838.7,19.01,34.54,150.15,-128.06,Gaia DR2 2476262466795918080,14.67728347,-6.85667441
J0041+1341 ,10.47641406,13.69247241,2MASS 00415453+1341351   ,2.77632E+18,0.15,-    ,L0      ,L0.5      ,L0.5  ,       ,5.274,1.624,14.454,13.673,13.236,12.878,12.591,12.271,      ,21.102,18.742,17.226,16.263,19.169,405.2,21.415,37.5,17.545,770.5,19.29,32.99,-196.02,-168.99,Gaia DR2 2776324485710775296,10.47728272,13.6932
J1956-1754 ,299.0643157,-17.90714587,2MASS 19561542-1754252   ,6.8705E+18,0.07,-    ,M8      ,L0:       ,-     ,       ,4.226,1.624,13.754,13.108,12.651,12.386,12.169,12.279,      ,      ,      ,      ,      ,18.129,1056.4,20.558,82.7,16.505,2007.8,18.839,28.48,7.96,-34.71,Gaia DR2 6870499758522734208,299.0642797,-17.90699642
J0805+5113 ,121.457702,51.21993934,2MASS 08054990+5113130   ,9.35432E+17,0.16,-    ,L1      ,-         ,-     ,       ,5.912,1.624,15.264,14.378,13.853,13.606,13.334,12.529,      ,21.473,19.591,18.093,17.139,20.065,177.6,21.409,37.8,18.441,337.5,20.053,24.08,-35.12,-69.41,Gaia DR2  935431885521139456,121.4579434,51.22023819
J1013+3520 ,153.3665097,35.34744127,2MASS 10132796+3520536   ,7.53348E+17,0.08,-    ,L0      ,-         ,-     ,       ,5.338,1.625,14.296,13.551,13.036,12.735,12.472,12.043,23.09,20.835,18.51,17.083,16.134,19.006,471.1,21.225,44.7,17.381,896.5,19.164,29.32,-3.71,-166.73,Gaia DR2  753347537280600832,153.3665293,35.34815914
J1204+3212 ,181.1268727,32.21639594,2MASSI J1204303+321259   ,4.02688E+18,0.08,-    ,L0      ,M9        ,-     ,       ,5.474,1.625,13.818,13.091,12.515,12.213,11.981,11.524,22.76,20.479,18.204,16.719,15.77,18.623,670.2,20.946,57.8,16.998,1275.5,18.642,41.2,74.34,-31.8,Gaia DR2 4026880286402654720,181.1264944,32.21653286
J1412+1633 ,213.1021239,16.55275057,2MASSW J1412244+163312   ,1.23301E+18,0.14,-    ,L0.5    ,L0        ,-     ,       ,5.641,1.625,13.888,13.15,12.521,12.184,11.925,11.413,22.333,20.538,18.219,16.795,15.83,18.679,636.5,21.403,38,17.054,1211.4,18.723,32,17.45,-118.66,Gaia DR2 1233008320961367296,213.1020455,16.55326147
J1421+1827 ,215.3774812,18.46054163,2MASSW 1421314+182740    ,1.23963E+18,0.37,-    ,L0      ,M9        ,-     ,       ,6.01,1.625,13.231,12.428,11.943,11.567,11.296,10.228,      ,19.481,17.382,15.995,15.057,17.863,1349.3,20.013,136.5,16.238,2568.3,17.787,52.67,-753.54,-164.42,Gaia DR2 1239625559894563968,215.3809017,18.46124952
J1325+0517 ,201.2963008,5.2841017,2MASS 13251108+0517041   ,3.71651E+18,0.14,-    ,L1      ,-         ,L1    ,       ,6.259,1.625,15.086,14.523,13.91,13.584,13.303,12.183,20.826,21.85,19.612,18.086,17.161,20.067,177.3,21.638,30.6,18.442,337.2,19.91,26.35,19.37,-99.72,Gaia DR2 3716508254328262528,201.296217,5.28453105
J1333+1509 ,203.3026819,15.1657555,2MASS 13331284+1509569   ,3.74188E+18,0.08,-    ,L0      ,M8        ,-     ,       ,6.269,1.625,15.839,15.275,15.086,14.611,14.369,12.437,      ,21.557,19.732,18.347,17.563,20.331,138.9,21.288,42.2,18.706,264.5,20.34,11.56,-168.06,-7.75,Gaia DR2 3741883608307090560,203.3034316,15.16578887
J0843+3141 ,130.7828536,31.69134904,2MASS 08430796+3141297   ,7.09888E+17,0.02,-    ,L3      ,L2.5      ,-     ,       ,7.301,1.625,15.992,15.221,14.646,13.976,13.647,11.987,22.888,22.132,20.387,18.972,18.017,20.913,81.3,21.352,39.8,19.288,154.7,20.755,14.8,-52.29,-43.35,Gaia DR2  709888240682536448,130.7831181,31.69153569
J0907+4509 ,136.9073579,45.15976759,2MASS 09073765+4509359   ,1.00961E+18,0.06,-    ,L0      ,-         ,-     ,       ,5.494,1.626,14.411,13.742,13.414,13.061,12.761,11.87,23.34,21.046,18.501,17.038,16.138,18.99,477.8,21.553,33.1,17.364,910,19.301,26.28,67.8,-36.14,Gaia DR2 1009608650782545280,136.9069439,45.15992319
J1139-0310 ,174.9239231,-3.16811414,2MASS 11394192-0310039   ,3.7923E+18,0.08,-    ,L0      ,-         ,-     ,       ,5.749,1.626,14.403,13.71,13.203,12.916,12.646,11.72,22.8,21.027,18.602,17.17,16.24,19.095,433.7,21.311,41.3,17.469,826.6,19.212,26.7,-163.81,-71.72,Gaia DR2 3792303255892637184,174.9246294,-3.167805345
J1555-0956 ,238.8198092,-9.938392831,2MASSW J1555157-095605   ,4.34652E+18,0.53,-    ,L1      ,L1.5      ,-     ,72.69,5.206,1.626,12.557,11.984,11.443,11.138,10.868,10.52,      ,      ,16.994,      ,      ,17.352,2160,21.003,54.9,15.726,4112.9,17.737,73.65,931.63,-785.14,Gaia DR2 4346523537966269824,238.815737,-9.935012343
J0751-2530 ,117.8141197,-25.51132777,DENIS-P J0751164-253043  ,5.60241E+18,0.47,-    ,L2.5    ,L1        ,-     ,56.304,5.271,1.626,13.161,12.495,11.991,11.69,11.436,11.054,      ,20.089,      ,16.046,15.074,17.951,1244.2,21.203,45.7,16.325,2369.5,18.214,56.57,-878.99,145.96,Gaia DR2 5602408602804816768,117.8183131,-25.51195615
J0239-1735 ,39.92716773,-17.59689322,2MASSI J0239424-173547   ,5.13232E+18,0.07,-    ,L0      ,M9        ,-     ,32.1,5.592,1.626,14.291,13.525,13.039,12.709,12.433,11.792,      ,20.715,18.531,17.104,16.156,19.01,469.4,20.665,74.9,17.384,893.5,18.951,33.59,61.52,-99.18,Gaia DR2 5132321541732365312,39.92688985,-17.59646619
J1605+0421 ,241.2921927,4.3643207,2MASS 16051015+0421521   ,4.42549E+18,0.03,-    ,L0      ,-         ,-     ,       ,6.09,1.626,15.243,14.379,13.819,13.581,13.319,12.296,22.572,21.541,19.509,18.092,17.155,20.012,186.4,21.728,28.1,18.386,354.9,19.885,21.16,-26.23,-36.51,Gaia DR2 4425494341423705344,241.292306,4.364477896
J0208+2542 ,32.07839964,25.71464652,2MASSW J0208183+254253   ,1.0545E+17,0.14,-    ,L1      ,-         ,-     ,       ,6.092,1.626,13.989,13.107,12.588,12.192,11.955,11.111,      ,      ,      ,16.931,15.946,18.829,554.3,22.075,20.4,17.203,1055.6,18.797,42.27,375.81,-29.77,Gaia DR2  105449766468765952,32.07660371,25.71477469
J1108+6830 ,167.1254366,68.50378916,2MASSW J1108307+683017   ,1.06031E+18,0.11,-    ,L1      ,-         ,-     ,       ,6.352,1.626,13.123,12.235,11.583,11.115,10.761,10.168,      ,20.103,17.757,16.241,15.221,18.146,1040.1,21.237,44.2,16.52,1980.2,17.956,61.35,-237.64,-198.08,Gaia DR2 1060313492785021312,167.1282289,68.50464198
J0652-2534 ,103.0812222,-25.58030549,DENIS-P J0652197-253450  ,2.921E+18,0.12,-    ,L0      ,M9        ,-     ,62.023,5.467,1.627,12.759,12.02,11.516,11.142,10.79,10.366,      ,19.546,17.038,15.554,14.595,17.46,1955.3,20.518,85.8,15.833,3730.5,17.454,62.44,-235.5,88.16,Gaia DR2 2920995300823950720,103.0823463,-25.58068506
J1047-1815 ,161.8777621,-18.26575984,DENIS-P J1047-1815       ,3.55596E+18,0.16,-    ,L2.5    ,L0.5      ,-     ,37.88,5.124,1.627,14.199,13.423,12.891,12.579,12.325,12.291,      ,21.02,18.574,17.121,16.13,19.042,455.6,21.265,43.1,17.415,868.5,19.122,35.32,-364.81,46.19,Gaia DR2 3555963059703156224,161.8794161,-18.2659587
J2322-3133 ,350.6940886,-31.5588517,2MASS 23224684-3133231   ,2.32867E+18,0.44,-    ,L0Vl-G  ,L2Vl-G    ,-     ,50.16,5.561,1.627,13.577,12.789,12.324,12.007,11.723,11.136,      ,      ,17.922,      ,      ,18.324,882.8,21.746,27.7,16.697,1682.9,18.668,50.32,-203.21,-540.48,Gaia DR2 2328674716056981888,350.6951154,-31.55652463
J1541+2844 ,235.2604492,28.74374269,ULAS J154102.57+284436.9 ,1.2248E+18,0.06,-    ,-       ,-         ,L0    ,       ,5.293,1.628,14.942,14.175,13.673,13.341,13.12,12.564,      ,21.453,18.961,17.541,16.653,19.485,302.9,21.569,32.6,17.857,578,19.644,17.35,-122.56,81.36,Gaia DR2 1224796854593230336,235.261051,28.74339239
J0045+1634 ,11.34084326,16.57888706,2MUCD 20037              ,2.78151E+18,0.2,MG   ,L2 beta ,L2 gamma  ,-     ,65.94,6.746,1.628,13.059,12.059,11.366,10.782,10.398,9.794,      ,20.015,17.76,16.254,15.251,18.168,1018.6,20.992,55.4,16.54,1943.7,17.906,65.02,358.92,-48.07,Gaia DR2 2781513733917711616,11.33923088,16.57909402
J0230+2704 ,37.5656353,27.06825843,2MASS 02301551+2704061   ,1.27548E+17,0.09,-    ,L0:     ,M9.5      ,-     ,       ,5.447,1.629,14.294,13.478,12.986,12.665,12.389,11.981,      ,20.997,18.586,17.134,16.155,19.057,449.2,20.826,64.6,17.428,857.7,19.034,22.97,192.95,-28.36,Gaia DR2  127547918667757568,37.56470235,27.06838053
J0038+1343 ,9.683514257,13.72740386,2MASS 00384398+1343395   ,2.77936E+18,0.02,-    ,L1      ,L0.5      ,L0    ,       ,7.099,1.629,15.908,15.203,14.758,14.426,14.245,12.055,21.767,20,20.303,18.814,17.802,20.783,91.6,20.889,60.9,19.154,175,20.416,12.25,41.02,-46.36,Gaia DR2 2779363119238642560,9.68333245,13.72760346
J0352+0210 ,58.04657794,2.181469814,2MASS 03521086+0210479   ,3.27039E+18,0.23,-    ,M9      ,L0:       ,-     ,       ,5.256,1.63,13.078,12.412,11.955,11.609,11.341,10.863,21.46,19.833,17.305,      ,14.903,17.749,1498.9,20.8,66.2,16.119,2865.2,17.964,51.2,306.39,341.27,Gaia DR2 3270388416449237760,58.04525781,2.180000456
J0032+0219 ,8.022924282,2.315771214,2MASS 00320509+0219017   ,2.54753E+18,0.25,-    ,L1.5    ,M9        ,L2    ,       ,5.587,1.63,14.324,13.386,12.802,12.462,12.223,11.965,      ,20.94,18.677,17.308,16.323,19.182,400.4,21.322,40.9,17.552,765.2,18.944,41.05,406.69,-326.81,Gaia DR2 2547532539925750784,8.021171823,2.317178312
J2150-6610 ,327.5543518,-66.17662426,DENIS J2150133-661036    ,6.39888E+18,0.07,-    ,L0      ,-         ,-     ,       ,5.394,1.631,13.86,13.107,12.646,12.309,12.024,11.486,      ,      ,      ,      ,      ,18.511,743.2,21.535,33.6,16.88,1421.9,18.659,34.92,-78.03,51.36,Gaia DR2 6398883620384263552,327.5551836,-66.17684539
J0320-0446 ,50.11719007,-4.779039112,2MASSW J0320284-044636   ,5.18215E+18,0.3,UR   ,M8      ,M8.5 + T5:,-     ,       ,5.401,1.631,13.259,12.535,12.134,11.818,11.455,10.875,21.606,20.101,17.468,      ,15.021,17.907,1296.3,21.394,38.3,16.276,2479.2,17.954,49.91,-225.62,-524.01,Gaia DR2 5182151481717042944,50.11816488,-4.776782957
J1707+4301 ,256.8876596,43.02493629,2MASSI J1707333+430130   ,1.35514E+18,0.1,-    ,L0.5    ,M8.5      ,-     ,36.11,5.474,1.631,13.974,13.183,12.624,12.279,12.007,11.614,22.089,20.401,18.237,16.832,15.893,18.719,613.3,21.113,49.6,17.088,1173.5,18.619,38.41,-211.91,-31.43,Gaia DR2 1355138567881915392,256.8889076,43.02507161
J0716-0630 ,109.1995477,-6.509635431,DENIS-P J0716478-063037  ,3.05804E+18,0.05,-    ,L1:     ,L1        ,-     ,40.918,5.49,1.631,13.899,13.068,12.565,12.176,11.988,11.526,21.465,20.619,18.226,16.74,15.791,18.647,655.6,21.246,43.9,17.016,1254.5,18.75,41.1,-12,145.49,Gaia DR2 3058039362114874496,109.1995997,-6.510261846
J1705-0516 ,256.4519664,-5.280056941,DENIS-P J170548.38-051645,4.36446E+18,0.18,UR   ,-       ,L4        ,-     ,53.53,5.505,1.631,13.309,12.552,12.032,11.681,11.423,11.044,      ,20.175,17.771,16.28,15.289,18.18,1008.2,21.048,52.7,16.549,1928.9,18.593,52.67,116.74,-120.24,Gaia DR2 4364462551205872000,256.4514616,-5.279539241
J2243-5932 ,340.8205592,-59.54015337,2MASS 22431696-5932206   ,6.5033E+18,0.17,-    ,L0::    ,L0        ,-     ,       ,5.575,1.631,14.074,13.386,12.837,12.519,12.28,11.587,      ,      ,      ,      ,      ,18.793,572.9,21.397,38.2,17.162,1096.4,18.86,36.64,-19.82,-266.31,Gaia DR2 6503296925345017984,340.8207275,-59.53900676
J1523-2347 ,230.7765693,-23.79804955,2MASS 15230657-2347526   ,6.2511E+18,0.04,-    ,-       ,L2.5      ,-     ,       ,5.697,1.631,14.203,13.42,12.903,12.293,11.965,11.535,      ,      ,      ,      ,      ,18.863,537.4,21.411,37.7,17.232,1028,19.25,30.2,-160,-19.94,Gaia DR2 6251104829501200128,230.7773222,-23.79796369
J0936-0053 ,144.1267348,-0.884911072,ULAS J093630.49-005306.2 ,3.83959E+18,0.06,-    ,-       ,-         ,L0    ,       ,5.818,1.631,15.335,14.562,13.941,13.74,13.456,12.427,      ,21.824,19.378,17.934,16.992,19.876,211.3,21.677,29.5,18.245,404.2,19.977,19.31,-120.78,57.26,Gaia DR2 3839585558716244096,144.1272549,-0.885157608
J1301-1510 ,195.4772942,-15.17325567,2MASS 13015465-1510223   ,3.52466E+18,0.15,-    ,L1      ,L0.5      ,-     ,       ,5.828,1.631,14.538,13.665,13.098,12.788,12.559,11.914,21.76,21.245,18.892,17.449,16.482,19.373,335.9,21.957,22.8,17.742,642.6,19.286,32.27,-107.94,-85.56,Gaia DR2 3524663541367962624,195.4777757,-15.17288729
J0018-6356 ,4.695266909,-63.93830279,2MASS 00184613-6356122   ,4.90045E+18,0.24,-    ,L2      ,-         ,-     ,       ,5.872,1.631,15.224,14.229,13.611,13.286,13.021,12.489,      ,      ,      ,      ,      ,19.992,189.8,21.59,32,18.361,363.2,20.071,27.31,332.6,-391.94,Gaia DR2 4900453540369793408,4.692007598,-63.93661523
J0218-3133 ,34.62055868,-31.55697395,2MASSI J0218291-313322   ,4.97158E+18,0.13,-    ,L3      ,L4        ,-     ,       ,6.228,1.631,14.728,13.808,13.154,12.602,12.291,11.914,      ,      ,19.348,      ,      ,19.773,232.3,21.053,52.4,18.142,444.5,19.833,43.11,-138.51,-124.8,Gaia DR2 4971581089304028288,34.62125853,-31.55643661
J1552+2948 ,238.2452971,29.81320383,2MASS 15525906+2948485   ,1.32085E+18,0.12,-    ,L0Vl-G  ,L0Vl-G    ,-     ,47.75,6.263,1.631,13.478,12.606,12.022,11.552,11.202,10.621,22.497,20.397,18.115,16.606,15.573,18.515,740.3,21.194,46,16.884,1416.6,18.346,49,-160.26,-67.26,Gaia DR2 1320853355787534848,238.2460924,29.81349342
J1018-2909 ,154.7431628,-29.16530037,2MASSW J1018588-290953   ,5.46241E+18,0.19,-    ,L1      ,L0.5      ,-     ,35.3,5.264,1.632,14.213,13.418,12.796,12.559,12.379,12.188,      ,      ,      ,17.144,16.152,19.084,438.3,21.999,21.9,17.452,839.6,19.086,35.32,-349.97,-92.13,Gaia DR2 5462412288353490944,154.7448884,-29.16490369
J1658+1819 ,254.7088687,18.33375895,2MASS 16585033+1819597   ,4.56027E+18,0.16,-    ,L0      ,L1        ,-     ,       ,6.513,1.632,15.484,14.909,14.572,14.1,13.803,12.235,24.41,22.056,19.908,18.392,17.468,20.38,132.8,21.525,33.9,18.748,254.5,20.491,17.93,-160.98,94.06,Gaia DR2 4560272721573559680,254.7095989,18.33335397
J1256+1514 ,194.190937,15.24543467,2MASS 12564581+1514435   ,3.93119E+18,0.01,-    ,L0      ,-         ,-     ,       ,6.695,1.632,16.133,15.393,14.92,14.675,14.39,12.527,22.312,20.437,20.323,18.846,17.916,20.854,85.9,21.217,45.1,19.222,164.4,20.565,13.12,10.77,-13.05,Gaia DR2 3931187929717364608,194.1908889,15.24549086
J1338+0437 ,204.7064514,4.62443397,2MASS 13384944+0437315   ,3.71451E+18,0.13,-    ,L1      ,L0        ,L1.5  ,       ,5.396,1.632,14.157,13.249,12.737,12.435,12.23,11.97,      ,20.734,18.523,17.086,16.132,18.998,474.5,21.473,35.6,17.366,908.7,18.924,27.43,101.55,-234.74,Gaia DR2 3714514010818281728,204.7060127,4.625444656
J2354-1852 ,358.7488573,-18.8729732,DENIS J23545990-1852210  ,2.3902E+18,0.11,-    ,L2      ,L2.5:     ,-     ,       ,5.844,1.632,14.178,13.44,13.039,12.573,12.281,11.536,      ,20.977,18.587,17.092,16.086,19.012,468.2,21.204,45.6,17.38,897,19.257,39.82,-181.45,-51.86,Gaia DR2 2390199568521774848,358.749683,-18.87274991
J1650+3523 ,252.6301865,35.39980336,2MASS 16503133+3523595   ,1.32703E+18,0.09,-    ,L2      ,-         ,-     ,       ,6.355,1.632,15.821,14.89,14.536,14.016,13.776,12.747,21.777,22.281,20.232,18.778,17.861,20.734,95.9,21.317,41.1,19.102,183.6,20.581,17.1,-67.32,-22.64,Gaia DR2 1327030029861644544,252.6305421,35.39990084
J1753-6559 ,268.4377182,-66.00027006,2MASS 17534518-6559559   ,5.90879E+18,0.08,-    ,L4::    ,L4:       ,-     ,58,6.68,1.632,14.095,13.108,12.424,11.849,11.532,11.032,      ,      ,      ,      ,      ,19.344,344.8,21.26,43.3,17.712,660.7,19.141,63.82,-52.88,-341.97,Gaia DR2 5908794218026022144,268.438278,-65.99879768
